"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0H950","2019-09-23 06:00:00","192.000","0.000","0.000","21.100","0.990","993.400","","0.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0O960","2019-09-23 06:00:00","112.000","10.000","0.800","21.400","0.940","1001.500","","0.000","-99.000","-99.000","-99.000","22.500","","21.000",""
"C0AH10","2019-09-23 06:00:00","30.000","157.000","0.700","22.600","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0R680","2019-09-23 06:00:00","13.000","59.000","0.600","22.900","-99.000","1013.300","","19.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0D430","2019-09-23 06:00:00","87.000","0.000","0.000","20.900","0.860","1005.200","","0.000","-99.000","-99.000","-99.000","22.400","","20.800",""
"C0AD30","2019-09-23 06:00:00","20.000","0.000","0.000","22.600","0.820","1012.300","","0.000","-99.000","-99.000","-99.000","23.500","","22.600",""
"C0R240","2019-09-23 06:00:00","87.000","0.000","0.100","23.000","0.990","1003.800","","0.500","-99.000","-99.000","-99.000","24.600","","22.700",""
"C0AI30","2019-09-23 06:00:00","26.000","196.000","1.100","22.800","0.840","1014.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0U960","2019-09-23 06:00:00","1885.000","15.000","2.900","10.600","0.990","816.800","","0.000","-99.000","-99.000","-99.000","10.600","","10.000",""
"C0T9E0","2019-09-23 06:00:00","415.000","0.000","0.000","19.200","0.950","970.200","","0.000","-99.000","-99.000","-99.000","19.200","","18.900",""
"C0D550","2019-09-23 06:00:00","1956.000","0.000","0.000","10.300","0.860","813.100","","0.000","-99.000","-99.000","-99.000","11.100","","9.800",""
"C0C630","2019-09-23 06:00:00","209.000","127.000","1.000","20.600","0.830","992.800","","0.000","-99.000","-99.000","-99.000","22.000","","20.600",""
"C0I420","2019-09-23 07:00:00","305.000","291.000","0.400","21.500","0.910","980.700","","0.000","-99.000","-99.000","-99.000","22.600","","21.000",""
"C0A640","2019-09-23 07:00:00","241.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A930","2019-09-23 07:00:00","216.000","329.000","0.800","21.800","0.840","991.400","","0.000","-99.000","-99.000","-99.000","22.300","","21.400",""
"C0F9M0","2019-09-23 07:00:00","230.000","36.000","1.600","22.100","0.710","989.200","","0.000","-99.000","-99.000","-99.000","22.800","","21.500",""
"C0AC40","2019-09-23 07:00:00","1079.000","46.000","4.300","14.600","0.990","896.900","","0.000","9.900","23.000","","15.700","","14.300",""
"C0AI00","2019-09-23 07:00:00","188.000","23.000","1.500","22.100","0.800","995.600","","0.000","-99.000","-99.000","-99.000","22.600","","21.100",""
"C0T9M0","2019-09-23 07:00:00","92.000","315.000","2.200","23.100","0.820","1007.300","","0.000","-99.000","-99.000","-99.000","23.100","","21.400",""
"C0K430","2019-09-23 07:00:00","30.000","360.000","2.000","23.500","0.710","1012.900","","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0Z170","2019-09-23 07:00:00","199.000","264.000","0.600","21.700","0.990","995.800","","0.500","-99.000","-99.000","-99.000","22.200","","21.100",""
"C0Z100","2019-09-23 07:00:00","36.000","195.000","0.500","22.500","0.960","1014.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0U710","2019-09-23 07:00:00","1942.000","0.000","0.200","10.200","0.990","810.400","","0.000","-99.000","-99.000","-99.000","10.300","","9.200",""
"C0SA30","2019-09-23 07:00:00","92.000","347.000","1.100","23.500","0.760","1006.400","","0.000","-99.000","-99.000","-99.000","24.000","","22.100",""
"C0V500","2019-09-23 07:00:00","6.000","354.000","0.800","24.700","0.800","1013.200","","0.000","-99.000","-99.000","-99.000","26.200","","24.200",""
"CM0160","2019-09-23 07:00:00","196.000","0.000","0.000","22.000","0.870","998.400","","0.000","-99.000","-99.000","-99.000","22.000","","21.100",""
"C0V350","2019-09-23 07:00:00","36.000","271.000","0.400","24.500","0.900","1011.800","","0.000","-99.000","-99.000","-99.000","24.500","","22.800",""
"C0W120","2019-09-23 07:00:00","58.000","31.000","5.800","24.600","0.700","1009.400","","0.000","12.300","8.000","","24.600","","24.100",""
"C0R470","2019-09-23 07:00:00","103.000","356.000","1.000","25.200","0.960","1003.400","","0.000","-99.000","-99.000","-99.000","26.000","","24.700",""
"C0M770","2019-09-23 07:00:00","164.000","0.000","0.000","22.700","0.920","996.200","","0.000","-99.000","-99.000","-99.000","23.500","","21.900",""
"C0S930","2019-09-23 07:00:00","248.000","0.000","0.200","21.300","0.960","988.600","","1.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0F9Y0","2019-09-23 07:00:00","3313.000","230.000","4.500","9.500","0.640","688.700","","0.000","-99.000","-99.000","-99.000","9.500","","5.300",""
"C0E790","2019-09-23 07:00:00","344.000","65.000","1.700","21.300","0.820","975.900","","0.000","-99.000","-99.000","-99.000","22.400","","20.800",""
"C0O810","2019-09-23 07:00:00","161.000","11.000","0.700","22.600","0.990","999.600","","0.000","-99.000","-99.000","-99.000","22.600","","21.000",""
"C0R520","2019-09-23 07:00:00","18.000","5.000","0.800","25.200","0.850","1012.700","","0.000","-99.000","-99.000","-99.000","26.100","","24.800",""
"C0G880","2019-09-23 07:00:00","92.000","93.000","0.800","23.000","0.800","1005.200","","0.000","-99.000","-99.000","-99.000","23.400","","22.200",""
"C0X270","2019-09-23 07:00:00","33.000","21.000","0.600","22.000","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","22.000","","20.100",""
"C0R260","2019-09-23 07:00:00","76.000","0.000","0.000","24.100","0.920","1006.100","","0.000","-99.000","-99.000","-99.000","24.800","","22.500",""
"C0U950","2019-09-23 07:00:00","1012.000","315.000","8.000","15.400","1.000","906.300","","1.000","-99.000","-99.000","-99.000","16.100","","15.400",""
"C0O860","2019-09-23 07:00:00","38.000","323.000","0.400","23.300","0.950","1010.200","","0.000","-99.000","-99.000","-99.000","23.700","","21.800",""
"C0S980","2019-09-23 07:00:00","901.000","288.000","2.000","18.000","1.000","916.100","","8.500","-99.000","-99.000","-99.000","19.200","","17.900",""
"C0X110","2019-09-23 07:00:00","20.000","28.000","3.200","24.600","0.670","1012.900","","0.000","-99.000","-99.000","-99.000","25.600","","24.000",""
"C0V310","2019-09-23 07:00:00","46.000","0.000","0.100","24.700","0.900","1008.200","","0.000","-99.000","-99.000","-99.000","24.700","","23.300",""
"C0G620","2019-09-23 07:00:00","110.000","339.000","1.200","22.600","0.810","1003.200","","0.000","-99.000","-99.000","-99.000","22.600","","20.400",""
"C0AD50","2019-09-23 07:00:00","84.000","0.000","0.000","21.900","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","21.900","","21.000",""
"C0A9A0","2019-09-23 07:00:00","24.000","0.000","0.000","23.100","0.850","1014.700","","0.000","-99.000","-99.000","-99.000","23.100","","21.800",""
"C0O830","2019-09-23 07:00:00","127.000","0.000","0.000","22.200","0.990","1000.900","","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0S760","2019-09-23 07:00:00","1621.000","0.000","0.000","14.800","1.000","842.500","","2.000","-99.000","-99.000","-99.000","15.400","","14.200",""
"C0X160","2019-09-23 07:00:00","26.000","12.000","1.500","24.100","0.730","1012.300","","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0C490","2019-09-23 07:00:00","157.000","70.000","0.300","22.600","0.760","999.200","","0.000","-99.000","-99.000","-99.000","22.600","","21.500",""
"C0F970","2019-09-23 07:00:00","145.000","97.000","1.400","22.900","0.680","997.800","","0.000","-99.000","-99.000","-99.000","24.000","","22.600",""
"C0M690","2019-09-23 07:00:00","33.000","357.000","1.000","22.800","0.800","1010.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0V690","2019-09-23 07:00:00","30.000","41.000","1.600","24.500","0.800","1012.000","","0.000","-99.000","-99.000","-99.000","26.000","","24.100",""
"C0Z210","2019-09-23 07:00:00","126.000","0.000","0.200","21.200","0.990","1003.800","","1.000","-99.000","-99.000","-99.000","21.200","","20.500",""
"C0U770","2019-09-23 07:00:00","5.000","354.000","1.100","24.800","0.620","1015.900","","0.000","-99.000","-99.000","-99.000","24.900","","22.000",""
"C0Z080","2019-09-23 07:00:00","298.000","0.000","0.000","20.500","0.980","982.900","","0.500","-99.000","-99.000","-99.000","20.500","","19.600",""
"C0G640","2019-09-23 07:00:00","17.000","25.000","3.600","24.300","0.680","1015.100","","0.000","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0X200","2019-09-23 07:00:00","61.000","179.000","0.300","21.700","0.990","1007.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0U900","2019-09-23 07:00:00","63.000","242.000","0.300","22.600","0.810","1011.300","","0.000","-99.000","-99.000","-99.000","23.500","","22.000",""
"C0Z230","2019-09-23 07:00:00","31.000","294.000","3.000","22.700","0.770","1013.800","","0.000","-99.000","-99.000","-99.000","23.300","","22.100",""
"C0C540","2019-09-23 07:00:00","46.000","60.000","1.800","23.800","0.660","-99.000","","0.000","-99.000","-99.000","-99.000","23.800","","20.500",""
"C0G770","2019-09-23 07:00:00","15.000","35.000","2.400","24.900","0.680","1013.300","","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0V670","2019-09-23 07:00:00","20.000","350.000","2.300","23.900","0.780","1012.500","","0.000","-99.000","-99.000","-99.000","25.900","","23.800",""
"C0A870","2019-09-23 07:00:00","685.000","356.000","4.300","19.200","0.920","938.500","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0R220","2019-09-23 07:00:00","23.000","277.000","0.300","25.200","0.980","1012.300","","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0Z220","2019-09-23 07:00:00","589.000","262.000","0.900","19.000","1.000","951.700","","0.500","-99.000","-99.000","-99.000","19.000","","18.100",""
"C0D560","2019-09-23 07:00:00","147.000","113.000","0.700","22.600","0.750","1000.700","","0.000","-99.000","-99.000","-99.000","22.600","","21.100",""
"C0I380","2019-09-23 07:00:00","258.000","0.000","0.000","22.200","0.930","985.200","","0.000","-99.000","-99.000","-99.000","22.700","","21.300",""
"C0Z020","2019-09-23 07:00:00","211.000","28.000","1.700","20.900","0.990","991.800","","0.500","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0Z190","2019-09-23 07:00:00","62.000","307.000","1.500","22.500","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","22.800","","21.600",""
"C0C710","2019-09-23 07:00:00","143.000","0.000","0.000","20.200","0.990","1001.400","","0.000","-99.000","-99.000","-99.000","20.200","","19.300",""
"C0D360","2019-09-23 07:00:00","523.000","0.000","0.000","17.800","0.980","957.100","","0.000","-99.000","-99.000","-99.000","18.700","","16.600",""
"C0C680","2019-09-23 07:00:00","228.000","51.000","2.000","21.900","0.720","989.600","","0.000","-99.000","-99.000","-99.000","22.500","","21.200",""
"C0X140","2019-09-23 07:00:00","17.000","35.000","1.400","24.000","0.760","1012.600","","0.000","-99.000","-99.000","-99.000","24.100","","22.400",""
"C0V710","2019-09-23 07:00:00","34.000","22.000","1.600","25.200","0.760","1010.700","","0.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0G840","2019-09-23 07:00:00","32.000","9.000","0.800","22.700","0.800","1009.300","","0.000","-99.000","-99.000","-99.000","22.700","","21.800",""
"C0S890","2019-09-23 07:00:00","238.000","44.000","0.400","21.600","0.930","992.200","","0.500","-99.000","-99.000","-99.000","21.700","","20.700",""
"C0T820","2019-09-23 07:00:00","550.000","0.000","0.000","20.400","0.850","958.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.300",""
"C0F9I0","2019-09-23 07:00:00","194.000","47.000","3.000","23.100","0.710","993.100","","0.000","-99.000","-99.000","-99.000","23.400","","22.300",""
"C0C650","2019-09-23 07:00:00","208.000","64.000","0.600","20.200","0.780","993.400","","0.000","-99.000","-99.000","-99.000","20.400","","19.200",""
"C0R600","2019-09-23 07:00:00","766.000","263.000","0.700","21.000","0.940","929.600","","0.500","-99.000","-99.000","-99.000","21.900","","20.400",""
"C0Z320","2019-09-23 07:00:00","646.000","71.000","0.300","18.500","1.000","944.200","","4.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0V210","2019-09-23 07:00:00","734.000","0.000","0.000","21.500","0.880","934.700","","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0K240","2019-09-23 07:00:00","1132.000","148.000","1.700","18.900","0.810","894.500","","0.000","-99.000","-99.000","-99.000","18.900","","17.800",""
"C0M520","2019-09-23 07:00:00","15.000","26.000","1.700","22.800","0.780","1013.100","","0.000","-99.000","-99.000","-99.000","23.500","","21.600",""
"C0A530","2019-09-23 07:00:00","300.000","0.000","0.000","19.800","0.990","983.400","","0.500","-99.000","-99.000","-99.000","19.800","","19.400",""
"C0E820","2019-09-23 07:00:00","220.000","0.000","0.000","20.000","0.860","991.600","","0.000","-99.000","-99.000","-99.000","21.100","","18.400",""
"C0K450","2019-09-23 07:00:00","35.000","13.000","1.400","23.300","0.790","1010.600","","0.000","-99.000","-99.000","-99.000","23.300","","22.100",""
"C0G760","2019-09-23 07:00:00","53.000","0.000","0.000","23.900","0.980","1011.600","","0.000","-99.000","-99.000","-99.000","23.900","","22.000",""
"CM0120","2019-09-23 07:00:00","4.000","48.000","5.300","24.700","0.640","1014.900","","0.000","13.800","51.000","","25.500","","24.600",""
"C0Z290","2019-09-23 07:00:00","946.000","0.000","0.100","17.100","0.990","912.300","","1.000","-99.000","-99.000","-99.000","17.600","","16.200",""
"C0V680","2019-09-23 07:00:00","40.000","354.000","1.200","23.500","0.830","1010.200","","0.000","-99.000","-99.000","-99.000","25.300","","23.200",""
"C0F9U0","2019-09-23 07:00:00","74.000","46.000","2.400","24.800","0.630","1006.800","","0.000","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0AI10","2019-09-23 07:00:00","76.000","0.000","0.200","20.900","0.960","1008.200","","0.000","-99.000","-99.000","-99.000","21.300","","20.400",""
"C0V530","2019-09-23 07:00:00","34.000","20.000","0.800","22.300","1.000","1010.700","","0.000","-99.000","-99.000","-99.000","23.900","","21.700",""
"C0R550","2019-09-23 07:00:00","38.000","7.000","1.200","24.700","0.920","1011.100","","0.000","-99.000","-99.000","-99.000","25.700","","24.400",""
"C0F9L0","2019-09-23 07:00:00","253.000","43.000","3.400","22.700","0.740","986.400","","0.000","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0A950","2019-09-23 07:00:00","60.000","341.000","6.800","24.800","0.680","1010.300","","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0R160","2019-09-23 07:00:00","45.000","2.000","0.800","24.100","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","25.000","","23.600",""
"C0F9S0","2019-09-23 07:00:00","43.000","6.000","2.500","24.700","0.620","1010.400","","0.000","-99.000","-99.000","-99.000","25.600","","24.300",""
"C0M820","2019-09-23 07:00:00","980.000","0.000","0.000","19.000","0.770","908.300","","0.000","-99.000","-99.000","-99.000","19.500","","18.200",""
"C0G870","2019-09-23 07:00:00","12.000","24.000","2.900","24.900","0.660","1014.900","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0R530","2019-09-23 07:00:00","16.000","16.000","0.400","25.300","0.740","1012.800","","0.000","-99.000","-99.000","-99.000","26.300","","24.800",""
"C0O840","2019-09-23 07:00:00","134.000","0.000","0.100","21.600","1.000","998.100","","0.000","-99.000","-99.000","-99.000","22.000","","20.600",""
"C0A890","2019-09-23 07:00:00","40.000","0.000","0.000","21.300","0.940","1012.100","","0.500","-99.000","-99.000","-99.000","21.700","","21.000",""
"C0A660","2019-09-23 07:00:00","97.000","350.000","0.400","22.600","0.980","1005.500","","0.000","-99.000","-99.000","-99.000","22.600","","20.300",""
"C0T9H0","2019-09-23 07:00:00","725.000","52.000","3.000","18.000","0.990","936.400","","0.500","-99.000","-99.000","-99.000","18.000","","17.200",""
"C0R270","2019-09-23 07:00:00","51.000","154.000","0.700","24.700","0.980","1008.000","","0.000","-99.000","-99.000","-99.000","25.000","","22.900",""
"C0O980","2019-09-23 07:00:00","18.000","8.000","1.500","23.300","0.780","1014.100","","0.000","-99.000","-99.000","-99.000","23.600","","21.500",""
"C0T9I0","2019-09-23 07:00:00","152.000","209.000","1.400","20.800","0.920","1000.300","","0.500","-99.000","-99.000","-99.000","21.100","","20.300",""
"C0V760","2019-09-23 07:00:00","30.000","23.000","1.700","23.800","0.810","1011.900","","0.000","-99.000","-99.000","-99.000","25.400","","23.500",""
"C0AG90","2019-09-23 07:00:00","25.000","0.000","0.000","22.200","0.880","1015.300","","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0R570","2019-09-23 07:00:00","37.000","15.000","0.900","25.500","0.850","1009.500","","0.000","-99.000","-99.000","-99.000","26.300","","25.100",""
