"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W140","2019-09-23 11:00:00","21.000","13.000","2.700","28.600","0.440","1016.300","","0.000","-99.000","-99.000","-99.000","28.600","","23.700",""
"C0G660","2019-09-23 11:00:00","27.000","9.000","3.800","29.200","0.530","1014.700","","0.000","-99.000","-99.000","-99.000","29.300","","23.200",""
"C0C590","2019-09-23 11:00:00","72.000","33.000","2.400","26.900","0.590","1009.200","","0.000","-99.000","-99.000","-99.000","27.100","","21.600",""
"C0I520","2019-09-23 11:00:00","3860.000","-99.000","-99.000","6.400","0.770","645.300","","-99.000","-99.000","-99.000","-99.000","6.400","","4.700",""
"C0E530","2019-09-23 11:00:00","341.000","53.000","2.600","25.400","0.620","978.000","","0.000","7.900","56.000","","25.400","","19.900",""
"C0M790","2019-09-23 11:00:00","15.000","16.000","2.500","28.500","0.500","1013.100","","0.000","-99.000","-99.000","-99.000","28.500","","22.700",""
"C0R130","2019-09-23 11:00:00","1040.000","270.000","0.900","22.300","0.870","900.600","","3.500","-99.000","-99.000","-99.000","22.600","","17.100",""
"C0AH30","2019-09-23 11:00:00","755.000","349.000","4.500","19.300","0.960","933.800","","1.000","-99.000","-99.000","-99.000","19.500","","16.700",""
"C0X170","2019-09-23 11:00:00","50.000","42.000","1.000","29.800","0.620","1009.300","","0.000","-99.000","-99.000","-99.000","30.100","","21.900",""
"C0K291","2019-09-23 11:00:00","8.000","6.000","5.000","28.400","0.570","1015.400","","0.000","-99.000","-99.000","-99.000","28.400","","23.800",""
"C0D480","2019-09-23 11:00:00","223.000","0.000","0.200","25.600","0.770","991.800","","0.000","-99.000","-99.000","-99.000","25.600","","19.200",""
"C0U860","2019-09-23 11:00:00","5.000","323.000","1.000","29.000","0.530","1017.300","","0.000","-99.000","-99.000","-99.000","29.100","","23.400",""
"C0UA50","2019-09-23 11:00:00","808.000","319.000","2.200","20.800","0.990","928.100","","0.000","7.300","332.000","","21.200","","16.700",""
"C0T960","2019-09-23 11:00:00","120.000","140.000","1.200","27.400","0.700","1003.900","","0.500","-99.000","-99.000","-99.000","27.400","","20.800",""
"C0SA80","2019-09-23 11:00:00","136.000","88.000","0.800","27.000","0.680","1001.400","","3.000","-99.000","-99.000","-99.000","27.000","","21.900",""
"C0E780","2019-09-23 11:00:00","160.000","336.000","1.100","27.100","0.610","998.500","","0.000","-99.000","-99.000","-99.000","27.100","","21.100",""
"C0F9Q0","2019-09-23 11:00:00","149.000","14.000","3.600","27.500","0.620","998.700","","0.000","10.900","31.000","","27.500","","21.800",""
"C0F9X0","2019-09-23 11:00:00","166.000","34.000","7.000","26.200","0.590","998.100","","0.000","12.300","37.000","","26.200","","22.200",""
"C0F0D0","2019-09-23 11:00:00","3171.000","157.000","5.400","12.500","0.770","701.200","","0.000","-99.000","-99.000","-99.000","13.100","","6.200",""
"C0S730","2019-09-23 11:00:00","110.000","42.000","8.000","24.900","0.830","1004.200","","0.500","14.400","58.000","","25.100","","21.900",""
"C0M830","2019-09-23 11:00:00","540.000","171.000","2.200","27.400","0.640","956.200","","0.000","-99.000","-99.000","-99.000","27.700","","20.100",""
"C0K530","2019-09-23 11:00:00","12.000","15.000","6.000","27.400","0.580","1015.000","","0.000","-99.000","-99.000","-99.000","27.400","","24.200",""
"C0G850","2019-09-23 11:00:00","62.000","17.000","2.500","30.000","0.550","1008.200","","0.000","-99.000","-99.000","-99.000","30.000","","24.200",""
"C0M780","2019-09-23 11:00:00","30.000","33.000","1.700","29.300","0.540","1012.800","","0.000","-99.000","-99.000","-99.000","29.300","","21.900",""
"C0V360","2019-09-23 11:00:00","94.000","218.000","1.400","29.700","0.590","1004.700","","0.000","-99.000","-99.000","-99.000","30.200","","21.000",""
"C0K510","2019-09-23 11:00:00","10.000","7.000","3.400","28.800","0.520","1014.100","","0.000","-99.000","-99.000","-99.000","28.800","","22.700",""
"C0D650","2019-09-23 11:00:00","97.000","49.000","4.500","25.900","0.580","1007.100","","0.000","9.800","42.000","","25.900","","21.600",""
"C0V630","2019-09-23 11:00:00","19.000","310.000","2.000","28.500","0.570","1015.900","","0.000","-99.000","-99.000","-99.000","28.700","","23.300",""
"C0U910","2019-09-23 11:00:00","17.000","54.000","2.200","26.200","0.610","1016.000","","0.000","-99.000","-99.000","-99.000","26.200","","22.500",""
"C0U600","2019-09-23 11:00:00","10.000","291.000","0.800","27.200","0.580","1016.500","","0.000","-99.000","-99.000","-99.000","27.800","","22.300",""
"C0G820","2019-09-23 11:00:00","29.000","23.000","1.200","30.600","0.540","1011.900","","0.000","-99.000","-99.000","-99.000","30.600","","22.500",""
"C0R590","2019-09-23 11:00:00","72.000","218.000","2.300","28.800","0.690","1007.200","","0.000","-99.000","-99.000","-99.000","28.800","","23.500",""
"C0A9E0","2019-09-23 11:00:00","26.000","329.000","1.100","27.400","0.540","1015.800","","0.000","-99.000","-99.000","-99.000","27.400","","22.100",""
"C0R480","2019-09-23 11:00:00","57.000","198.000","0.900","29.600","0.640","1009.000","","0.000","-99.000","-99.000","-99.000","29.600","","24.500",""
"C0X300","2019-09-23 11:00:00","70.000","0.000","0.000","29.300","0.640","1007.600","","0.000","-99.000","-99.000","-99.000","29.300","","20.800",""
"C0U970","2019-09-23 11:00:00","7.000","72.000","2.100","28.100","0.580","1018.000","","0.000","-99.000","-99.000","-99.000","28.200","","23.500",""
"C0M750","2019-09-23 11:00:00","10.000","12.000","4.900","28.200","0.540","1014.700","","0.000","-99.000","-99.000","-99.000","28.300","","23.500",""
"C0I110","2019-09-23 11:00:00","161.000","339.000","1.800","28.700","0.570","998.400","","0.000","-99.000","-99.000","-99.000","28.700","","22.100",""
"C0V370","2019-09-23 11:00:00","74.000","232.000","0.500","29.800","0.650","1007.700","","0.000","-99.000","-99.000","-99.000","29.800","","21.000",""
"C0C690","2019-09-23 11:00:00","242.000","31.000","3.700","23.900","0.590","990.800","","0.000","-99.000","-99.000","-99.000","24.300","","21.100",""
"C0A540","2019-09-23 11:00:00","401.000","0.000","0.200","22.700","0.750","971.400","","0.000","-99.000","-99.000","-99.000","22.700","","18.700",""
"C0H950","2019-09-23 11:00:00","192.000","283.000","1.200","28.700","0.590","994.900","","0.000","-99.000","-99.000","-99.000","28.700","","21.100",""
"C0O960","2019-09-23 11:00:00","112.000","0.000","0.000","28.800","0.700","1002.900","","0.000","-99.000","-99.000","-99.000","30.000","","21.000",""
"C0AH10","2019-09-23 11:00:00","30.000","100.000","2.100","26.000","0.650","1013.900","","0.000","-99.000","-99.000","-99.000","26.500","","22.500",""
"C0R680","2019-09-23 11:00:00","13.000","42.000","2.300","26.500","-99.000","1015.000","","19.000","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0X210","2019-09-23 11:00:00","38.000","324.000","2.800","28.200","0.620","1009.800","","0.000","-99.000","-99.000","-99.000","28.600","","22.100",""
"C0D430","2019-09-23 11:00:00","87.000","47.000","0.400","27.100","0.650","1006.400","","0.000","-99.000","-99.000","-99.000","27.100","","20.800",""
"C0UA10","2019-09-23 11:00:00","1711.000","0.000","0.000","12.800","1.000","836.900","","0.000","-99.000","-99.000","-99.000","14.400","","10.600",""
"C0V770","2019-09-23 11:00:00","26.000","136.000","0.800","30.400","0.510","1012.500","","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0E730","2019-09-23 11:00:00","26.000","32.000","1.700","27.500","0.560","1013.300","","0.000","7.400","5.000","","27.500","","22.200",""
"C0V810","2019-09-23 11:00:00","32.000","293.000","2.700","28.200","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","28.800","","23.500",""
"C0A9C0","2019-09-23 11:00:00","35.000","50.000","1.900","26.000","0.630","1014.800","","0.000","-99.000","-99.000","-99.000","26.400","","21.100",""
"C0E750","2019-09-23 11:00:00","62.000","33.000","3.000","27.200","0.560","1008.700","","0.000","-99.000","-99.000","-99.000","27.200","","22.600",""
"C0U520","2019-09-23 11:00:00","517.000","12.000","1.600","23.100","0.790","962.400","","0.000","-99.000","-99.000","-99.000","25.200","","18.900",""
"C0T9G0","2019-09-23 11:00:00","605.000","225.000","0.300","24.400","0.920","951.800","","0.000","-99.000","-99.000","-99.000","24.400","","17.900",""
"C0S700","2019-09-23 11:00:00","507.000","75.000","0.500","24.000","0.790","961.600","","2.500","-99.000","-99.000","-99.000","24.100","","19.400",""
"C0AC60","2019-09-23 11:00:00","55.000","93.000","1.400","27.700","0.540","1011.900","","0.000","-99.000","-99.000","-99.000","27.900","","21.100",""
"C0Z310","2019-09-23 11:00:00","59.000","156.000","0.400","26.300","0.770","1011.400","","0.000","-99.000","-99.000","-99.000","26.300","","21.100",""
"C0V610","2019-09-23 11:00:00","22.000","255.000","2.400","28.900","0.660","1013.000","","0.000","-99.000","-99.000","-99.000","29.300","","23.300",""
"C0E610","2019-09-23 11:00:00","850.000","0.000","0.000","22.800","0.710","923.600","","0.000","-99.000","-99.000","-99.000","22.800","","16.400",""
"C0R280","2019-09-23 11:00:00","242.000","58.000","1.700","24.300","-99.000","989.100","","17.500","-99.000","-99.000","-99.000","24.300","","21.000",""
"C0V450","2019-09-23 11:00:00","51.000","197.000","1.600","29.700","0.680","1009.600","","0.000","-99.000","-99.000","-99.000","29.700","","22.400",""
"C0M720","2019-09-23 11:00:00","225.000","316.000","2.000","26.600","0.650","990.200","","0.000","-99.000","-99.000","-99.000","27.000","","21.000",""
"C0AD10","2019-09-23 11:00:00","27.000","27.000","2.700","26.100","0.570","1015.000","","0.000","-99.000","-99.000","-99.000","26.500","","22.900",""
"C0Z180","2019-09-23 11:00:00","34.000","270.000","0.800","26.500","0.640","1013.600","","0.000","-99.000","-99.000","-99.000","26.500","","22.400",""
"C0K420","2019-09-23 11:00:00","42.000","3.000","3.100","28.300","0.540","1011.100","","0.000","-99.000","-99.000","-99.000","28.300","","22.200",""
"C0D540","2019-09-23 11:00:00","227.000","50.000","1.400","26.300","0.660","992.700","","0.000","-99.000","-99.000","-99.000","26.300","","18.400",""
"C0E590","2019-09-23 11:00:00","40.000","19.000","1.900","27.600","0.600","1011.600","","0.000","8.900","21.000","","27.900","","22.000",""
"C0Z330","2019-09-23 11:00:00","488.000","347.000","0.400","22.600","0.770","964.400","","0.500","-99.000","-99.000","-99.000","22.800","","18.500",""
"C0R580","2019-09-23 11:00:00","10.000","184.000","2.500","28.700","0.670","1014.300","","0.000","-99.000","-99.000","-99.000","28.700","","24.700",""
"C0S810","2019-09-23 11:00:00","65.000","38.000","2.200","28.200","0.710","1012.100","","0.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"C0V820","2019-09-23 11:00:00","441.000","235.000","0.800","28.000","0.590","968.100","","0.000","-99.000","-99.000","-99.000","28.000","","20.700",""
"C0K490","2019-09-23 11:00:00","91.000","314.000","1.200","28.400","0.540","1005.300","","0.000","-99.000","-99.000","-99.000","28.500","","21.600",""
"C0SA20","2019-09-23 11:00:00","857.000","39.000","1.200","21.700","0.820","922.500","","4.000","-99.000","-99.000","-99.000","21.700","","17.400",""
"CM0140","2019-09-23 11:00:00","26.000","60.000","1.600","27.300","0.610","1014.800","","0.000","-99.000","-99.000","-99.000","27.700","","23.100",""
"C0AC80","2019-09-23 11:00:00","40.000","93.000","2.400","25.000","0.680","1013.600","","0.000","-99.000","-99.000","-99.000","25.300","","20.300",""
"C0M810","2019-09-23 11:00:00","1354.000","298.000","1.700","21.500","0.720","869.700","","0.000","-99.000","-99.000","-99.000","22.500","","16.300",""
"C0I360","2019-09-23 11:00:00","300.000","274.000","3.700","27.200","0.570","980.800","","0.000","-99.000","-99.000","-99.000","27.300","","21.400",""
"C0C620","2019-09-23 11:00:00","19.000","13.000","3.700","27.100","0.610","1014.800","","0.000","-99.000","-99.000","-99.000","27.900","","21.300",""
"C0G790","2019-09-23 11:00:00","27.000","358.000","1.500","30.000","0.470","1015.000","","0.000","-99.000","-99.000","-99.000","30.300","","22.800",""
"C0M850","2019-09-23 11:00:00","695.000","233.000","0.300","26.700","0.680","937.700","","0.000","-99.000","-99.000","-99.000","26.700","","19.500",""
"C0UA20","2019-09-23 11:00:00","2619.000","190.000","3.600","12.500","0.860","-99.000","","0.000","-99.000","-99.000","-99.000","12.500","","9.100",""
"C0F9V0","2019-09-23 11:00:00","525.000","12.000","3.600","26.000","0.650","959.500","","0.000","-99.000","-99.000","-99.000","26.000","","19.000",""
"C0T900","2019-09-23 11:00:00","160.000","96.000","0.300","25.600","0.620","997.900","","0.000","-99.000","-99.000","-99.000","25.800","","20.600",""
"C0K440","2019-09-23 11:00:00","35.000","346.000","4.900","27.300","0.600","1012.200","","0.000","-99.000","-99.000","-99.000","27.500","","21.900",""
"C0Z250","2019-09-23 11:00:00","1124.000","0.000","0.000","18.600","0.990","894.600","","3.000","-99.000","-99.000","-99.000","18.600","","15.600",""
"C0F0A0","2019-09-23 11:00:00","3587.000","83.000","0.700","11.000","0.610","667.100","","0.000","7.300","187.000","","12.700","","7.900",""
"C0G860","2019-09-23 11:00:00","45.000","2.000","1.200","30.100","0.470","1009.600","","0.000","-99.000","-99.000","-99.000","30.100","","23.000",""
"C0V740","2019-09-23 11:00:00","60.000","130.000","0.900","30.100","0.590","1009.500","","0.000","-99.000","-99.000","-99.000","30.300","","23.000",""
"C0Z200","2019-09-23 11:00:00","153.000","96.000","1.100","26.000","0.730","1001.100","","0.500","-99.000","-99.000","-99.000","26.000","","20.900",""
"C0K520","2019-09-23 11:00:00","10.000","360.000","3.300","28.200","0.560","1014.100","","0.000","-99.000","-99.000","-99.000","28.300","","23.400",""
"C0X250","2019-09-23 11:00:00","33.000","37.000","2.700","28.300","0.590","1012.100","","0.000","-99.000","-99.000","-99.000","28.300","","22.300",""
"C0S940","2019-09-23 11:00:00","150.000","19.000","0.900","24.400","0.810","1000.100","","0.500","-99.000","-99.000","-99.000","25.600","","21.000",""
"CM0110","2019-09-23 11:00:00","7.000","40.000","4.400","27.600","0.550","1015.700","","0.000","10.700","32.000","","27.600","","23.700",""
"C0A970","2019-09-23 11:00:00","96.000","351.000","7.900","25.000","0.710","1007.700","","0.000","-99.000","-99.000","-99.000","25.200","","22.200",""
"C0X310","2019-09-23 11:00:00","9.000","351.000","5.900","27.400","0.610","1015.800","","0.000","-99.000","-99.000","-99.000","27.600","","23.600",""
"C0K280","2019-09-23 11:00:00","23.000","22.000","4.000","30.000","0.530","1015.600","","0.000","-99.000","-99.000","-99.000","30.100","","23.500",""
"C0M650","2019-09-23 11:00:00","20.000","17.000","3.300","28.900","0.520","1014.000","","0.000","-99.000","-99.000","-99.000","28.900","","22.700",""
"C0S910","2019-09-23 11:00:00","212.000","51.000","1.800","24.300","0.900","993.600","","2.500","15.300","38.000","","24.300","","21.500",""
"C0D570","2019-09-23 11:00:00","15.000","22.000","0.400","28.600","0.600","1016.100","","0.000","-99.000","-99.000","-99.000","28.600","","21.100",""
"C0M710","2019-09-23 11:00:00","15.000","3.000","4.800","28.300","0.520","1014.500","","0.000","-99.000","-99.000","-99.000","28.300","","23.800",""
"C0V490","2019-09-23 11:00:00","20.000","212.000","1.800","28.400","0.680","1013.600","","0.000","-99.000","-99.000","-99.000","29.000","","24.300",""
"C0E870","2019-09-23 11:00:00","34.000","26.000","3.300","27.300","0.540","1014.800","","0.000","-99.000","-99.000","-99.000","27.400","","21.800",""
"C0M800","2019-09-23 11:00:00","440.000","287.000","1.500","27.200","0.610","966.600","","0.000","-99.000","-99.000","-99.000","27.400","","20.600",""
"C0A570","2019-09-23 11:00:00","360.000","0.000","0.000","23.600","0.780","978.100","","0.000","-99.000","-99.000","-99.000","23.600","","19.000",""
"C0S790","2019-09-23 11:00:00","236.000","50.000","0.500","27.500","0.770","991.800","","1.000","-99.000","-99.000","-99.000","27.500","","20.300",""
"C0D590","2019-09-23 11:00:00","143.000","48.000","3.000","26.400","0.610","1002.600","","0.000","-99.000","-99.000","-99.000","26.500","","20.700",""
"C0U990","2019-09-23 11:00:00","31.000","33.000","2.600","26.800","0.570","1015.600","","0.000","-99.000","-99.000","-99.000","27.100","","22.700",""
"C0T9M0","2019-09-23 12:00:00","92.000","313.000","2.000","23.100","0.920","1008.200","","0.500","-99.000","-99.000","-99.000","24.500","","21.400",""
"C0A640","2019-09-23 12:00:00","241.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A930","2019-09-23 12:00:00","216.000","9.000","1.100","24.500","0.760","991.800","","0.000","-99.000","-99.000","-99.000","24.500","","21.400",""
"C0F9M0","2019-09-23 12:00:00","230.000","6.000","1.800","27.900","0.490","989.400","","0.000","-99.000","-99.000","-99.000","27.900","","21.500",""
"C0AC40","2019-09-23 12:00:00","1079.000","41.000","3.800","16.400","0.990","897.600","","0.000","-99.000","-99.000","-99.000","16.400","","14.300",""
"C0AI00","2019-09-23 12:00:00","188.000","33.000","1.600","27.300","0.640","996.100","","0.000","-99.000","-99.000","-99.000","27.700","","21.100",""
"C0K430","2019-09-23 12:00:00","30.000","1.000","2.800","28.400","0.560","1013.100","","0.000","-99.000","-99.000","-99.000","28.600","","22.500",""
"C0Z170","2019-09-23 12:00:00","199.000","130.000","0.400","25.600","0.760","996.100","","0.500","-99.000","-99.000","-99.000","25.600","","21.100",""
"C0Z100","2019-09-23 12:00:00","36.000","0.000","0.200","26.900","0.710","1014.600","","0.000","-99.000","-99.000","-99.000","27.500","","21.700",""
"C0U710","2019-09-23 12:00:00","1942.000","0.000","0.000","11.300","0.990","811.600","","0.000","-99.000","-99.000","-99.000","11.600","","9.200",""
"C0SA30","2019-09-23 12:00:00","92.000","33.000","4.100","25.800","0.730","1007.200","","0.000","-99.000","-99.000","-99.000","26.600","","22.100",""
"CM0160","2019-09-23 12:00:00","196.000","341.000","1.000","30.700","0.480","998.400","","0.000","-99.000","-99.000","-99.000","30.700","","21.100",""
"C0V350","2019-09-23 12:00:00","36.000","256.000","1.800","32.400","0.550","1011.900","","0.000","-99.000","-99.000","-99.000","32.500","","22.800",""
"C0W120","2019-09-23 12:00:00","58.000","20.000","8.600","25.900","0.670","1009.800","","0.000","14.100","12.000","","26.000","","24.100",""
"C0R470","2019-09-23 12:00:00","103.000","296.000","1.500","30.000","0.650","1003.700","","0.000","-99.000","-99.000","-99.000","30.300","","24.700",""
"C0M770","2019-09-23 12:00:00","164.000","320.000","2.100","28.500","0.540","996.300","","0.000","-99.000","-99.000","-99.000","28.500","","21.900",""
"C0S930","2019-09-23 12:00:00","248.000","90.000","1.400","26.300","0.660","988.800","","1.000","-99.000","-99.000","-99.000","26.800","","20.700",""
"C0F9Y0","2019-09-23 12:00:00","3313.000","198.000","4.900","9.400","0.960","689.400","","0.000","-99.000","-99.000","-99.000","13.300","","5.300",""
"C0E790","2019-09-23 12:00:00","344.000","9.000","1.900","27.300","0.600","976.100","","0.000","8.500","354.000","","27.700","","20.800",""
"C0O810","2019-09-23 12:00:00","161.000","277.000","0.500","29.800","0.760","999.600","","0.000","-99.000","-99.000","-99.000","30.000","","21.000",""
"C0R520","2019-09-23 12:00:00","18.000","207.000","3.300","29.900","0.660","1012.900","","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0G880","2019-09-23 12:00:00","92.000","321.000","1.500","29.300","0.500","1005.700","","0.000","-99.000","-99.000","-99.000","29.300","","22.200",""
"C0X270","2019-09-23 12:00:00","33.000","359.000","0.900","30.400","0.630","1012.400","","0.000","-99.000","-99.000","-99.000","30.400","","20.100",""
"C0R260","2019-09-23 12:00:00","76.000","0.000","0.200","30.000","0.660","1006.400","","0.000","-99.000","-99.000","-99.000","30.000","","22.500",""
"C0U950","2019-09-23 12:00:00","1012.000","312.000","4.900","18.100","0.950","906.800","","1.000","-99.000","-99.000","-99.000","18.200","","15.400",""
"C0O860","2019-09-23 12:00:00","38.000","320.000","1.600","30.100","0.580","1010.300","","0.000","-99.000","-99.000","-99.000","30.200","","21.800",""
"C0S980","2019-09-23 12:00:00","901.000","13.000","0.800","22.100","0.940","917.100","","8.500","-99.000","-99.000","-99.000","22.100","","17.900",""
"C0X110","2019-09-23 12:00:00","20.000","340.000","3.300","29.600","0.510","1012.900","","0.000","-99.000","-99.000","-99.000","30.100","","24.000",""
"C0V310","2019-09-23 12:00:00","46.000","341.000","1.000","30.500","0.520","1008.500","","0.000","-99.000","-99.000","-99.000","30.700","","23.300",""
"C0G620","2019-09-23 12:00:00","110.000","348.000","2.300","29.200","0.590","1003.600","","0.000","-99.000","-99.000","-99.000","30.400","","20.400",""
"C0AD50","2019-09-23 12:00:00","84.000","82.000","3.300","25.700","0.670","1008.300","","0.000","-99.000","-99.000","-99.000","26.600","","21.000",""
"C0A9A0","2019-09-23 12:00:00","24.000","19.000","0.500","26.600","0.560","1014.900","","0.000","-99.000","-99.000","-99.000","26.800","","21.800",""
"C0O830","2019-09-23 12:00:00","127.000","261.000","1.200","31.400","0.620","1001.100","","0.000","-99.000","-99.000","-99.000","31.500","","21.600",""
"C0S760","2019-09-23 12:00:00","1621.000","162.000","0.900","17.000","1.000","843.100","","2.000","-99.000","-99.000","-99.000","17.200","","14.200",""
"C0X160","2019-09-23 12:00:00","26.000","49.000","0.600","30.900","0.530","1012.400","","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0C490","2019-09-23 12:00:00","157.000","35.000","1.700","26.100","0.610","999.200","","0.000","-99.000","-99.000","-99.000","27.100","","21.500",""
"C0F970","2019-09-23 12:00:00","145.000","339.000","3.100","28.600","0.490","997.900","","0.000","-99.000","-99.000","-99.000","28.600","","22.600",""
"C0M690","2019-09-23 12:00:00","33.000","21.000","2.300","29.000","0.540","1010.800","","0.000","-99.000","-99.000","-99.000","29.000","","22.000",""
"C0V690","2019-09-23 12:00:00","30.000","269.000","3.400","28.000","0.720","1012.600","","0.000","-99.000","-99.000","-99.000","28.900","","24.100",""
"C0Z210","2019-09-23 12:00:00","126.000","192.000","0.800","24.900","0.740","1004.000","","1.000","-99.000","-99.000","-99.000","25.000","","20.500",""
"C0U770","2019-09-23 12:00:00","5.000","51.000","2.900","26.900","0.600","1016.200","","0.000","-99.000","-99.000","-99.000","27.200","","22.000",""
"C0Z080","2019-09-23 12:00:00","298.000","0.000","0.000","24.600","0.850","983.600","","1.000","-99.000","-99.000","-99.000","25.400","","19.600",""
"C0G640","2019-09-23 12:00:00","17.000","13.000","4.500","29.000","0.560","1015.500","","0.000","10.000","7.000","","29.100","","23.400",""
"C0X200","2019-09-23 12:00:00","61.000","267.000","2.000","29.100","0.650","1008.000","","0.000","-99.000","-99.000","-99.000","29.400","","21.200",""
"C0U900","2019-09-23 12:00:00","63.000","267.000","2.500","26.600","0.580","1011.300","","0.000","-99.000","-99.000","-99.000","27.700","","22.000",""
"C0Z230","2019-09-23 12:00:00","31.000","17.000","8.400","26.000","0.670","1014.100","","0.000","-99.000","-99.000","-99.000","26.100","","22.100",""
"C0F9O0","2019-09-23 12:00:00","175.000","12.000","0.500","29.800","0.500","995.800","","0.000","-99.000","-99.000","-99.000","29.800","","23.100",""
"C0G770","2019-09-23 12:00:00","15.000","16.000","2.800","28.900","0.550","1013.600","","0.000","-99.000","-99.000","-99.000","29.000","","24.200",""
"C0V670","2019-09-23 12:00:00","20.000","256.000","1.800","29.600","0.630","1012.900","","0.000","-99.000","-99.000","-99.000","30.000","","23.800",""
"C0A870","2019-09-23 12:00:00","685.000","16.000","4.200","21.700","0.850","939.100","","0.000","-99.000","-99.000","-99.000","22.000","","18.900",""
"C0R220","2019-09-23 12:00:00","23.000","204.000","1.700","29.400","0.690","1012.500","","0.000","-99.000","-99.000","-99.000","29.900","","24.800",""
"C0Z220","2019-09-23 12:00:00","589.000","80.000","0.300","22.000","0.920","952.300","","0.500","-99.000","-99.000","-99.000","22.300","","18.100",""
"C0D560","2019-09-23 12:00:00","147.000","22.000","1.700","28.300","0.560","1000.400","","0.000","-99.000","-99.000","-99.000","29.000","","21.100",""
"C0I380","2019-09-23 12:00:00","258.000","335.000","1.100","29.200","0.490","985.200","","0.000","-99.000","-99.000","-99.000","29.600","","21.300",""
"C0Z020","2019-09-23 12:00:00","211.000","38.000","2.700","23.800","0.860","992.300","","0.500","-99.000","-99.000","-99.000","23.800","","20.000",""
"C0Z190","2019-09-23 12:00:00","62.000","99.000","0.500","25.800","0.790","1009.700","","0.000","-99.000","-99.000","-99.000","26.100","","21.600",""
"C0C710","2019-09-23 12:00:00","143.000","125.000","3.000","25.000","0.640","1001.000","","0.000","-99.000","-99.000","-99.000","26.500","","19.300",""
"C0D360","2019-09-23 12:00:00","523.000","31.000","0.300","25.200","0.680","956.900","","0.000","-99.000","-99.000","-99.000","25.300","","16.600",""
"C0C680","2019-09-23 12:00:00","228.000","33.000","2.000","24.600","0.630","989.800","","0.000","-99.000","-99.000","-99.000","24.900","","21.200",""
"C0X140","2019-09-23 12:00:00","17.000","32.000","1.300","30.700","0.490","1012.600","","0.000","-99.000","-99.000","-99.000","30.800","","22.400",""
"C0V710","2019-09-23 12:00:00","34.000","239.000","3.000","29.100","0.630","1011.100","","0.000","-99.000","-99.000","-99.000","29.600","","25.000",""
"C0G840","2019-09-23 12:00:00","32.000","10.000","1.200","29.000","0.570","1009.700","","0.000","-99.000","-99.000","-99.000","29.000","","21.800",""
"C0S890","2019-09-23 12:00:00","238.000","7.000","2.100","25.400","0.730","992.500","","0.500","-99.000","-99.000","-99.000","25.600","","20.700",""
"C0T820","2019-09-23 12:00:00","550.000","114.000","1.400","23.800","0.680","958.400","","0.000","-99.000","-99.000","-99.000","23.800","","19.300",""
"C0F9I0","2019-09-23 12:00:00","194.000","9.000","3.400","27.400","0.590","993.500","","0.000","-99.000","-99.000","-99.000","27.400","","22.300",""
"C0C650","2019-09-23 12:00:00","208.000","18.000","1.500","23.800","0.660","993.300","","0.000","-99.000","-99.000","-99.000","24.000","","19.200",""
"C0A560","2019-09-23 12:00:00","405.000","316.000","2.300","24.000","0.720","970.400","","0.000","-99.000","-99.000","-99.000","25.000","","18.500",""
"C0X190","2019-09-23 12:00:00","10.000","346.000","2.300","29.400","0.540","1013.500","","0.000","-99.000","-99.000","-99.000","29.600","","22.900",""
"C0S950","2019-09-23 12:00:00","415.000","63.000","0.600","24.200","0.800","969.400","","1.000","-99.000","-99.000","-99.000","25.100","","19.800",""
"C0A880","2019-09-23 12:00:00","6.000","360.000","1.600","25.400","0.700","1015.600","","0.500","-99.000","-99.000","-99.000","26.600","","20.500",""
"C0I530","2019-09-23 12:00:00","3014.000","224.000","6.100","8.000","1.000","704.900","","0.000","13.600","222.000","","9.600","","6.700",""
"C0M670","2019-09-23 12:00:00","43.000","356.000","2.600","29.100","0.540","1010.000","","0.000","-99.000","-99.000","-99.000","29.100","","22.800",""
"C0Z061","2019-09-23 12:00:00","174.000","84.000","0.400","24.900","0.840","1000.300","","0.000","-99.000","-99.000","-99.000","26.000","","20.600",""
"C0M730","2019-09-23 12:00:00","40.000","334.000","1.000","31.500","0.500","1010.000","","0.000","-99.000","-99.000","-99.000","31.500","","22.800",""
"C0U750","2019-09-23 12:00:00","398.000","38.000","2.600","22.500","0.800","972.100","","0.000","-99.000","-99.000","-99.000","23.100","","19.400",""
"C0A650","2019-09-23 12:00:00","287.000","45.000","1.000","24.200","0.770","985.100","","0.000","-99.000","-99.000","-99.000","24.400","","19.300",""
"C0K400","2019-09-23 12:00:00","65.000","320.000","2.200","29.600","0.510","1008.500","","0.000","-99.000","-99.000","-99.000","29.600","","22.500",""
"C0I370","2019-09-23 12:00:00","671.000","351.000","2.100","26.500","0.560","941.400","","0.000","-99.000","-99.000","-99.000","26.800","","19.200",""
